"area","year","week","dengue_cases","dengue_like_illness","severe_dengue"
"GUAM",2019,5,NA,NA,NA
"EAST NORTH CENTRAL",2019,5,NA,NA,NA
"MASSACHUSETTS",2019,5,NA,NA,NA
"NEW MEXICO",2019,5,NA,NA,NA
"NEVADA",2019,5,NA,NA,NA
"LOUISIANA",2019,5,NA,NA,NA
"DISTRICT OF COLUMBIA",2019,5,NA,NA,NA
"IDAHO",2019,5,NA,NA,NA
"NORTH DAKOTA",2019,5,NA,NA,NA
"MAINE",2019,5,NA,NA,NA
"FLORIDA",2019,5,1,NA,NA
"TENNESSEE",2019,5,NA,NA,NA
"ALABAMA",2019,5,NA,NA,NA
"NEW ENGLAND",2019,5,NA,NA,NA
"SOUTH CAROLINA",2019,5,NA,NA,NA
"ILLINOIS",2019,5,NA,NA,NA
"OREGON",2019,5,NA,NA,NA
"INDIANA",2019,5,NA,NA,NA
"WISCONSIN",2019,5,NA,NA,NA
"KENTUCKY",2019,5,NA,NA,NA
"SOUTH DAKOTA",2019,5,NA,NA,NA
"ARKANSAS",2019,5,NA,NA,NA
"WASHINGTON",2019,5,NA,NA,NA
"AMERICAN SAMOA",2019,5,NA,NA,NA
"NEW JERSEY",2019,5,NA,NA,NA
"CONNECTICUT",2019,5,NA,NA,NA
"NORTH CAROLINA",2019,5,NA,NA,NA
"GEORGIA",2019,5,NA,NA,NA
"PUERTO RICO",2019,5,1,NA,NA
"TEXAS",2019,5,NA,NA,NA
"DELAWARE",2019,5,NA,NA,NA
"MARYLAND",2019,5,NA,NA,NA
"US RESIDENTS",2019,5,1,NA,NA
"CALIFORNIA",2019,5,NA,NA,NA
"WEST SOUTH CENTRAL",2019,5,NA,NA,NA
"VERMONT",2019,5,NA,NA,NA
"MONTANA",2019,5,NA,NA,NA
"MICHIGAN",2019,5,NA,NA,NA
"EAST SOUTH CENTRAL",2019,5,NA,NA,NA
"COLORADO",2019,5,NA,NA,NA
"PACIFIC",2019,5,NA,NA,NA
"ARIZONA",2019,5,NA,NA,NA
"IOWA",2019,5,NA,NA,NA
"NEBRASKA",2019,5,NA,NA,NA
"NEW HAMPSHIRE",2019,5,NA,NA,NA
"US RESIDENTS",2019,6,NA,NA,NA
"TENNESSEE",2019,6,NA,NA,NA
"EAST SOUTH CENTRAL",2019,6,NA,NA,NA
"OHIO",2019,6,NA,NA,NA
"ALASKA",2019,6,NA,NA,NA
"WISCONSIN",2019,6,NA,NA,NA
"IOWA",2019,6,NA,NA,NA
"EAST NORTH CENTRAL",2019,6,NA,NA,NA
"INDIANA",2019,6,NA,NA,NA
"NORTH DAKOTA",2019,6,NA,NA,NA
"MASSACHUSETTS",2019,6,NA,NA,NA
"SOUTH DAKOTA",2019,6,NA,NA,NA
"NORTH CAROLINA",2019,6,NA,NA,NA
"MONTANA",2019,6,NA,NA,NA
"GUAM",2019,6,NA,NA,NA
"GEORGIA",2019,6,NA,NA,NA
"SOUTH ATLANTIC",2019,6,NA,NA,NA
"WYOMING",2019,6,NA,NA,NA
"WEST NORTH CENTRAL",2019,6,NA,NA,NA
"TEXAS",2019,6,NA,NA,NA
"NEVADA",2019,6,NA,NA,NA
"US TERRITORIES",2019,6,NA,NA,NA
"PUERTO RICO",2019,6,NA,NA,NA
"PENNSYLVANIA",2019,6,NA,NA,NA
"ARIZONA",2019,6,NA,NA,NA
"NEW ENGLAND",2019,6,NA,NA,NA
"MOUNTAIN",2019,6,NA,NA,NA
"MINNESOTA",2019,6,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2019,6,NA,NA,NA
"VERMONT",2019,6,NA,NA,NA
"ARKANSAS",2019,6,NA,NA,NA
"IDAHO",2019,6,NA,NA,NA
"UTAH",2019,6,NA,NA,NA
"NEW JERSEY",2019,6,NA,NA,NA
"WEST SOUTH CENTRAL",2019,6,NA,NA,NA
"NON-US RESIDENTS",2019,6,NA,NA,NA
"MICHIGAN",2019,6,NA,NA,NA
"MAINE",2019,6,NA,NA,NA
"U.S. VIRGIN ISLANDS",2019,6,NA,NA,NA
"MARYLAND",2019,6,NA,NA,NA
"DISTRICT OF COLUMBIA",2019,6,NA,NA,NA
"PACIFIC",2019,6,NA,NA,NA
"NEW MEXICO",2019,6,NA,NA,NA
"WASHINGTON",2019,6,NA,NA,NA
"OKLAHOMA",2019,6,NA,NA,NA
"NEW YORK CITY",2019,6,NA,NA,NA
"NEBRASKA",2019,6,NA,NA,NA
"CONNECTICUT",2019,6,NA,NA,NA
"MISSISSIPPI",2019,6,NA,NA,NA
"AMERICAN SAMOA",2019,6,NA,NA,NA
"KANSAS",2019,6,NA,NA,NA
"LOUISIANA",2019,6,NA,NA,NA
"SOUTH CAROLINA",2019,6,NA,NA,NA
"NEW HAMPSHIRE",2019,6,NA,NA,NA
"VIRGINIA",2019,6,NA,NA,NA
"FLORIDA",2019,6,NA,NA,NA
"HAWAII",2019,6,NA,NA,NA
"MIDDDLE ATLANTIC",2019,6,NA,NA,NA
"NEW YORK",2019,6,NA,NA,NA
"KENTUCKY",2019,6,NA,NA,NA
"OREGON",2019,6,NA,NA,NA
"CALIFORNIA",2019,6,NA,NA,NA
"RHODE ISLAND",2019,6,NA,NA,NA
"ALABAMA",2019,6,NA,NA,NA
"WEST VIRGINIA",2019,6,NA,NA,NA
"ILLINOIS",2019,6,NA,NA,NA
"MISSOURI",2019,6,NA,NA,NA
"COLORADO",2019,6,NA,NA,NA
"DELAWARE",2019,6,NA,NA,NA
"NEW YORK",2019,7,NA,NA,NA
"EAST NORTH CENTRAL",2019,7,NA,NA,NA
"NORTH CAROLINA",2019,7,NA,NA,NA
"NEW MEXICO",2019,7,NA,NA,NA
"GEORGIA",2019,7,NA,NA,NA
"MINNESOTA",2019,7,NA,NA,NA
"PUERTO RICO",2019,7,NA,NA,NA
"MIDDDLE ATLANTIC",2019,7,NA,NA,NA
"MICHIGAN",2019,7,NA,NA,NA
"PACIFIC",2019,7,NA,NA,NA
"KANSAS",2019,7,NA,NA,NA
"US TERRITORIES",2019,7,NA,NA,NA
"LOUISIANA",2019,7,NA,NA,NA
"MARYLAND",2019,7,NA,NA,NA
"TENNESSEE",2019,7,NA,NA,NA
"WISCONSIN",2019,7,NA,NA,NA
"MONTANA",2019,7,NA,NA,NA
"OKLAHOMA",2019,7,NA,NA,NA
"OHIO",2019,7,NA,NA,NA
"MAINE",2019,7,NA,NA,NA
"WEST SOUTH CENTRAL",2019,7,NA,NA,NA
"CONNECTICUT",2019,7,NA,NA,NA
"DISTRICT OF COLUMBIA",2019,7,NA,NA,NA
"VERMONT",2019,7,NA,NA,NA
"EAST SOUTH CENTRAL",2019,7,NA,NA,NA
"NEW YORK CITY",2019,7,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2019,7,NA,NA,NA
"ALABAMA",2019,7,NA,NA,NA
"NEW ENGLAND",2019,7,NA,NA,NA
"INDIANA",2019,7,NA,NA,NA
"KENTUCKY",2019,7,NA,NA,NA
"WASHINGTON",2019,7,NA,NA,NA
"PENNSYLVANIA",2019,7,NA,NA,NA
"DELAWARE",2019,7,NA,NA,NA
"NORTH DAKOTA",2019,7,NA,NA,NA
"MISSISSIPPI",2019,7,NA,NA,NA
"WEST VIRGINIA",2019,7,NA,NA,NA
"FLORIDA",2019,7,NA,NA,NA
"CALIFORNIA",2019,7,NA,NA,NA
"US RESIDENTS",2019,7,NA,NA,NA
"U.S. VIRGIN ISLANDS",2019,7,NA,NA,NA
"MASSACHUSETTS",2019,7,NA,NA,NA
"IOWA",2019,7,NA,NA,NA
"WEST NORTH CENTRAL",2019,7,NA,NA,NA
"ILLINOIS",2019,7,NA,NA,NA
"RHODE ISLAND",2019,7,NA,NA,NA
"HAWAII",2019,7,NA,NA,NA
"SOUTH ATLANTIC",2019,7,NA,NA,NA
"ARKANSAS",2019,7,NA,NA,NA
"SOUTH DAKOTA",2019,7,NA,NA,NA
"COLORADO",2019,7,NA,NA,NA
"MISSOURI",2019,7,NA,NA,NA
"OREGON",2019,7,NA,NA,NA
"SOUTH CAROLINA",2019,7,NA,NA,NA
"GUAM",2019,7,NA,NA,NA
"IDAHO",2019,7,NA,NA,NA
"TEXAS",2019,7,NA,NA,NA
"MOUNTAIN",2019,7,NA,NA,NA
"UTAH",2019,7,NA,NA,NA
"NEW JERSEY",2019,7,NA,NA,NA
"NEW HAMPSHIRE",2019,7,NA,NA,NA
"NON-US RESIDENTS",2019,7,NA,NA,NA
"NEVADA",2019,7,NA,NA,NA
"VIRGINIA",2019,7,NA,NA,NA
"ALASKA",2019,7,NA,NA,NA
"AMERICAN SAMOA",2019,7,NA,NA,NA
"NEBRASKA",2019,7,NA,NA,NA
"ARIZONA",2019,7,NA,NA,NA
"WYOMING",2019,7,NA,NA,NA
"AMERICAN SAMOA",2019,8,NA,NA,NA
"HAWAII",2019,8,NA,NA,NA
"GUAM",2019,8,NA,NA,NA
"KANSAS",2019,8,NA,NA,NA
"NON-US RESIDENTS",2019,8,NA,NA,NA
"OREGON",2019,8,NA,NA,NA
"U.S. VIRGIN ISLANDS",2019,8,NA,NA,NA
"NEW MEXICO",2019,8,NA,NA,NA
"MIDDDLE ATLANTIC",2019,8,NA,NA,NA
"FLORIDA",2019,8,NA,NA,NA
"ILLINOIS",2019,8,NA,NA,NA
"NEW YORK",2019,8,NA,NA,NA
"VIRGINIA",2019,8,NA,NA,NA
"PENNSYLVANIA",2019,8,NA,NA,NA
"GEORGIA",2019,8,NA,NA,NA
"TEXAS",2019,8,NA,NA,NA
"ALABAMA",2019,8,NA,NA,NA
"NEBRASKA",2019,8,NA,NA,NA
"TENNESSEE",2019,8,NA,NA,NA
"EAST NORTH CENTRAL",2019,8,NA,NA,NA
"NEW YORK CITY",2019,8,NA,NA,NA
"NEW HAMPSHIRE",2019,8,NA,NA,NA
"CALIFORNIA",2019,8,NA,NA,NA
"DISTRICT OF COLUMBIA",2019,8,NA,NA,NA
"RHODE ISLAND",2019,8,NA,NA,NA
"KENTUCKY",2019,8,NA,NA,NA
"WYOMING",2019,8,NA,NA,NA
"SOUTH DAKOTA",2019,8,NA,NA,NA
"WASHINGTON",2019,8,NA,NA,NA
"MARYLAND",2019,8,NA,NA,NA
"ARKANSAS",2019,8,NA,NA,NA
"OHIO",2019,8,NA,NA,NA
"MISSOURI",2019,8,NA,NA,NA
"COLORADO",2019,8,NA,NA,NA
"CONNECTICUT",2019,8,NA,NA,NA
"PACIFIC",2019,8,NA,NA,NA
"EAST SOUTH CENTRAL",2019,8,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2019,8,NA,NA,NA
"SOUTH CAROLINA",2019,8,NA,NA,NA
"MINNESOTA",2019,8,NA,NA,NA
"WISCONSIN",2019,8,NA,NA,NA
"ARIZONA",2019,8,NA,NA,NA
"WEST NORTH CENTRAL",2019,8,NA,NA,NA
"SOUTH ATLANTIC",2019,8,NA,NA,NA
"WEST SOUTH CENTRAL",2019,8,NA,NA,NA
"OKLAHOMA",2019,8,NA,NA,NA
"WEST VIRGINIA",2019,8,NA,NA,NA
"NEW JERSEY",2019,8,NA,NA,NA
"US RESIDENTS",2019,8,NA,NA,NA
"NORTH DAKOTA",2019,8,NA,NA,NA
"MOUNTAIN",2019,8,NA,NA,NA
"LOUISIANA",2019,8,NA,NA,NA
"MICHIGAN",2019,8,NA,NA,NA
"INDIANA",2019,8,NA,NA,NA
"VERMONT",2019,8,NA,NA,NA
"US TERRITORIES",2019,8,NA,NA,NA
"ALASKA",2019,8,NA,NA,NA
"MISSISSIPPI",2019,8,NA,NA,NA
"PUERTO RICO",2019,8,NA,NA,NA
"NEW ENGLAND",2019,8,NA,NA,NA
"DELAWARE",2019,8,NA,NA,NA
"IOWA",2019,8,NA,NA,NA
"IDAHO",2019,8,NA,NA,NA
"MONTANA",2019,8,NA,NA,NA
"MAINE",2019,8,NA,NA,NA
"NORTH CAROLINA",2019,8,NA,NA,NA
"UTAH",2019,8,NA,NA,NA
"NEVADA",2019,8,NA,NA,NA
"MASSACHUSETTS",2019,8,NA,NA,NA
"WEST VIRGINIA",2019,9,NA,NA,NA
"U.S. VIRGIN ISLANDS",2019,9,NA,NA,NA
"KANSAS",2019,9,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2019,9,NA,NA,NA
"NEW HAMPSHIRE",2019,9,NA,NA,NA
"SOUTH DAKOTA",2019,9,NA,NA,NA
"NEW MEXICO",2019,9,NA,NA,NA
"MISSOURI",2019,9,NA,NA,NA
"OREGON",2019,9,NA,NA,NA
"TEXAS",2019,9,NA,NA,NA
"NEW YORK",2019,9,NA,NA,NA
"KENTUCKY",2019,9,NA,NA,NA
"NEW ENGLAND",2019,9,NA,NA,NA
"ILLINOIS",2019,9,NA,NA,NA
"UTAH",2019,9,NA,NA,NA
"ARKANSAS",2019,9,NA,NA,NA
"ALABAMA",2019,9,NA,NA,NA
"FLORIDA",2019,9,NA,NA,NA
"AMERICAN SAMOA",2019,9,NA,NA,NA
"NON-US RESIDENTS",2019,9,NA,NA,NA
"IOWA",2019,9,NA,NA,NA
"PENNSYLVANIA",2019,9,NA,NA,NA
"PACIFIC",2019,9,NA,NA,NA
"SOUTH ATLANTIC",2019,9,NA,NA,NA
"MICHIGAN",2019,9,NA,NA,NA
"WISCONSIN",2019,9,NA,NA,NA
"ALASKA",2019,9,NA,NA,NA
"IDAHO",2019,9,NA,NA,NA
"EAST SOUTH CENTRAL",2019,9,NA,NA,NA
"CONNECTICUT",2019,9,NA,NA,NA
"MINNESOTA",2019,9,NA,NA,NA
"MASSACHUSETTS",2019,9,NA,NA,NA
"PUERTO RICO",2019,9,NA,NA,NA
"OKLAHOMA",2019,9,NA,NA,NA
"MAINE",2019,9,NA,NA,NA
"MISSISSIPPI",2019,9,NA,NA,NA
"US TERRITORIES",2019,9,NA,NA,NA
"DISTRICT OF COLUMBIA",2019,9,NA,NA,NA
"WEST NORTH CENTRAL",2019,9,NA,NA,NA
"MONTANA",2019,9,NA,NA,NA
"SOUTH CAROLINA",2019,9,NA,NA,NA
"NORTH DAKOTA",2019,9,NA,NA,NA
"MIDDLE ATLANTIC",2019,9,NA,NA,NA
"LOUISIANA",2019,9,NA,NA,NA
"GUAM",2019,9,NA,NA,NA
"NEW YORK CITY",2019,9,NA,NA,NA
"MARYLAND",2019,9,NA,NA,NA
"INDIANA",2019,9,NA,NA,NA
"MOUNTAIN",2019,9,NA,NA,NA
"ARIZONA",2019,9,NA,NA,NA
"WYOMING",2019,9,NA,NA,NA
"WEST SOUTH CENTRAL",2019,9,NA,NA,NA
"NEVADA",2019,9,NA,NA,NA
"VERMONT",2019,9,NA,NA,NA
"WASHINGTON",2019,9,NA,NA,NA
"CALIFORNIA",2019,9,NA,NA,NA
"US RESIDENTS",2019,9,NA,NA,NA
"VIRGINIA",2019,9,NA,NA,NA
"NORTH CAROLINA",2019,9,NA,NA,NA
"NEW JERSEY",2019,9,NA,NA,NA
"RHODE ISLAND",2019,9,NA,NA,NA
"COLORADO",2019,9,NA,NA,NA
"NEBRASKA",2019,9,NA,NA,NA
"OHIO",2019,9,NA,NA,NA
"DELAWARE",2019,9,NA,NA,NA
"TENNESSEE",2019,9,NA,NA,NA
"HAWAII",2019,9,NA,NA,NA
"GEORGIA",2019,9,NA,NA,NA
"EAST NORTH CENTRAL",2019,9,NA,NA,NA
"ILLINOIS",2019,10,NA,NA,NA
"NEW YORK CITY",2019,10,NA,NA,NA
"KANSAS",2019,10,NA,NA,NA
"NEVADA",2019,10,NA,NA,NA
"NORTH CAROLINA",2019,10,NA,NA,NA
"INDIANA",2019,10,NA,NA,NA
"EAST SOUTH CENTRAL",2019,10,NA,NA,NA
"PENNSYLVANIA",2019,10,NA,NA,NA
"MINNESOTA",2019,10,NA,NA,NA
"LOUISIANA",2019,10,NA,NA,NA
"MOUNTAIN",2019,10,NA,NA,NA
"SOUTH DAKOTA",2019,10,NA,NA,NA
"NON-US RESIDENTS",2019,10,NA,NA,NA
"WEST SOUTH CENTRAL",2019,10,NA,NA,NA
"NEW MEXICO",2019,10,NA,NA,NA
"WEST VIRGINIA",2019,10,NA,NA,NA
"IDAHO",2019,10,NA,NA,NA
"OREGON",2019,10,NA,NA,NA
"HAWAII",2019,10,NA,NA,NA
"DISTRICT OF COLUMBIA",2019,10,NA,NA,NA
"TENNESSEE",2019,10,NA,NA,NA
"ALASKA",2019,10,NA,NA,NA
"KENTUCKY",2019,10,NA,NA,NA
"OKLAHOMA",2019,10,NA,NA,NA
"NEW JERSEY",2019,10,NA,NA,NA
"MIDDLE ATLANTIC",2019,10,NA,NA,NA
"GUAM",2019,10,NA,NA,NA
"TEXAS",2019,10,NA,NA,NA
"MAINE",2019,10,NA,NA,NA
"US RESIDENTS",2019,10,NA,NA,NA
"NEW YORK",2019,10,NA,NA,NA
"COLORADO",2019,10,NA,NA,NA
"VIRGINIA",2019,10,NA,NA,NA
"U.S. VIRGIN ISLANDS",2019,10,NA,NA,NA
"MICHIGAN",2019,10,NA,NA,NA
"MASSACHUSETTS",2019,10,NA,NA,NA
"NEBRASKA",2019,10,NA,NA,NA
"WEST NORTH CENTRAL",2019,10,NA,NA,NA
"DELAWARE",2019,10,NA,NA,NA
"CONNECTICUT",2019,10,NA,NA,NA
"OHIO",2019,10,NA,NA,NA
"EAST NORTH CENTRAL",2019,10,NA,NA,NA
"NEW ENGLAND",2019,10,NA,NA,NA
"PACIFIC",2019,10,NA,NA,NA
"WISCONSIN",2019,10,NA,NA,NA
"MISSOURI",2019,10,NA,NA,NA
"PUERTO RICO",2019,10,NA,NA,NA
"NORTH DAKOTA",2019,10,NA,NA,NA
"ALABAMA",2019,10,NA,NA,NA
"MONTANA",2019,10,NA,NA,NA
"ARIZONA",2019,10,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2019,10,NA,NA,NA
"NEW HAMPSHIRE",2019,10,NA,NA,NA
"RHODE ISLAND",2019,10,NA,NA,NA
"UTAH",2019,10,NA,NA,NA
"ARKANSAS",2019,10,NA,NA,NA
"AMERICAN SAMOA",2019,10,NA,NA,NA
"GEORGIA",2019,10,NA,NA,NA
"SOUTH ATLANTIC",2019,10,NA,NA,NA
"FLORIDA",2019,10,NA,NA,NA
"MISSISSIPPI",2019,10,NA,NA,NA
"VERMONT",2019,10,NA,NA,NA
"CALIFORNIA",2019,10,NA,NA,NA
"IOWA",2019,10,NA,NA,NA
"WYOMING",2019,10,NA,NA,NA
"SOUTH CAROLINA",2019,10,NA,NA,NA
"US TERRITORIES",2019,10,NA,NA,NA
"WASHINGTON",2019,10,NA,NA,NA
"MARYLAND",2019,10,NA,NA,NA
"MASSACHUSETTS",2019,11,NA,NA,NA
"IOWA",2019,11,NA,NA,NA
"WEST NORTH CENTRAL",2019,11,NA,NA,NA
"TEXAS",2019,11,NA,NA,NA
"EAST NORTH CENTRAL",2019,11,NA,NA,NA
"AMERICAN SAMOA",2019,11,NA,NA,NA
"CONNECTICUT",2019,11,NA,NA,NA
"COLORADO",2019,11,NA,NA,NA
"KENTUCKY",2019,11,NA,NA,NA
"GEORGIA",2019,11,NA,NA,NA
"KANSAS",2019,11,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2019,11,NA,NA,NA
"MISSISSIPPI",2019,11,NA,NA,NA
"MOUNTAIN",2019,11,NA,NA,NA
"SOUTH DAKOTA",2019,11,NA,NA,NA
"RHODE ISLAND",2019,11,NA,NA,NA
"SOUTH ATLANTIC",2019,11,NA,NA,NA
"TENNESSEE",2019,11,NA,NA,NA
"NEW HAMPSHIRE",2019,11,NA,NA,NA
"HAWAII",2019,11,NA,NA,NA
"SOUTH CAROLINA",2019,11,NA,NA,NA
"NEW MEXICO",2019,11,NA,NA,NA
"VERMONT",2019,11,NA,NA,NA
"MIDDLE ATLANTIC",2019,11,NA,NA,NA
"WEST SOUTH CENTRAL",2019,11,NA,NA,NA
"NEW YORK CITY",2019,11,NA,NA,NA
"U.S. VIRGIN ISLANDS",2019,11,NA,NA,NA
"WEST VIRGINIA",2019,11,NA,NA,NA
"LOUISIANA",2019,11,NA,NA,NA
"MICHIGAN",2019,11,NA,NA,NA
"MARYLAND",2019,11,NA,NA,NA
"NEW ENGLAND",2019,11,NA,NA,NA
"NEBRASKA",2019,11,NA,NA,NA
"MINNESOTA",2019,11,NA,NA,NA
"OKLAHOMA",2019,11,NA,NA,NA
"MONTANA",2019,11,NA,NA,NA
"OHIO",2019,11,NA,NA,NA
"US TERRITORIES",2019,11,NA,NA,NA
"FLORIDA",2019,11,NA,NA,NA
"WASHINGTON",2019,11,NA,NA,NA
"MAINE",2019,11,NA,NA,NA
"NON-US RESIDENTS",2019,11,NA,NA,NA
"ALABAMA",2019,11,NA,NA,NA
"DELAWARE",2019,11,NA,NA,NA
"ARKANSAS",2019,11,NA,NA,NA
"ARIZONA",2019,11,NA,NA,NA
"NORTH DAKOTA",2019,11,NA,NA,NA
"UTAH",2019,11,NA,NA,NA
"NEW YORK",2019,11,NA,NA,NA
"PACIFIC",2019,11,NA,NA,NA
"IDAHO",2019,11,NA,NA,NA
"WISCONSIN",2019,11,NA,NA,NA
"US RESIDENTS",2019,11,NA,NA,NA
"OREGON",2019,11,NA,NA,NA
"PUERTO RICO",2019,11,NA,NA,NA
"VIRGINIA",2019,11,NA,NA,NA
"PENNSYLVANIA",2019,11,NA,NA,NA
"DISTRICT OF COLUMBIA",2019,11,NA,NA,NA
"EAST SOUTH CENTRAL",2019,11,NA,NA,NA
"GUAM",2019,11,NA,NA,NA
"ILLINOIS",2019,11,NA,NA,NA
"CALIFORNIA",2019,11,NA,NA,NA
"ALASKA",2019,11,NA,NA,NA
"WYOMING",2019,11,NA,NA,NA
"NORTH CAROLINA",2019,11,NA,NA,NA
"INDIANA",2019,11,NA,NA,NA
"MISSOURI",2019,11,NA,NA,NA
"NEVADA",2019,11,NA,NA,NA
"NEW JERSEY",2019,11,NA,NA,NA
"MICHIGAN",2019,12,NA,NA,NA
"CONNECTICUT",2019,12,NA,NA,NA
"ILLINOIS",2019,12,NA,NA,NA
"MASSACHUSETTS",2019,12,NA,NA,NA
"ALASKA",2019,12,NA,NA,NA
"OHIO",2019,12,NA,NA,NA
"TEXAS",2019,12,NA,NA,NA
"ARIZONA",2019,12,NA,NA,NA
"ALABAMA",2019,12,NA,NA,NA
"MOUNTAIN",2019,12,NA,NA,NA
"NEW MEXICO",2019,12,NA,NA,NA
"WASHINGTON",2019,12,NA,NA,NA
"EAST SOUTH CENTRAL",2019,12,NA,NA,NA
"UTAH",2019,12,NA,NA,NA
"MISSISSIPPI",2019,12,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2019,12,NA,NA,NA
"COLORADO",2019,12,NA,NA,NA
"GEORGIA",2019,12,NA,NA,NA
"CALIFORNIA",2019,12,NA,NA,NA
"OKLAHOMA",2019,12,NA,NA,NA
"SOUTH ATLANTIC",2019,12,NA,NA,NA
"LOUISIANA",2019,12,NA,NA,NA
"SOUTH DAKOTA",2019,12,NA,NA,NA
"KENTUCKY",2019,12,NA,NA,NA
"VERMONT",2019,12,NA,NA,NA
"MINNESOTA",2019,12,NA,NA,NA
"HAWAII",2019,12,NA,NA,NA
"MARYLAND",2019,12,NA,NA,NA
"IOWA",2019,12,NA,NA,NA
"VIRGINIA",2019,12,NA,NA,NA
"MAINE",2019,12,NA,NA,NA
"NEW YORK",2019,12,NA,NA,NA
"NEW YORK CITY",2019,12,NA,NA,NA
"DELAWARE",2019,12,NA,NA,NA
"NEW ENGLAND",2019,12,NA,NA,NA
"PUERTO RICO",2019,12,NA,NA,NA
"NON-US RESIDENTS",2019,12,NA,NA,NA
"WISCONSIN",2019,12,NA,NA,NA
"PENNSYLVANIA",2019,12,NA,NA,NA
"TENNESSEE",2019,12,NA,NA,NA
"MISSOURI",2019,12,NA,NA,NA
"US TERRITORIES",2019,12,NA,NA,NA
"SOUTH CAROLINA",2019,12,NA,NA,NA
"RHODE ISLAND",2019,12,NA,NA,NA
"ARKANSAS",2019,12,NA,NA,NA
"NEVADA",2019,12,NA,NA,NA
"INDIANA",2019,12,NA,NA,NA
"PACIFIC",2019,12,NA,NA,NA
"DISTRICT OF COLUMBIA",2019,12,NA,NA,NA
"MIDDLE ATLANTIC",2019,12,NA,NA,NA
"WEST VIRGINIA",2019,12,NA,NA,NA
"MONTANA",2019,12,NA,NA,NA
"OREGON",2019,12,NA,NA,NA
"NORTH DAKOTA",2019,12,NA,NA,NA
"NEW HAMPSHIRE",2019,12,NA,NA,NA
"U.S. VIRGIN ISLANDS",2019,12,NA,NA,NA
"IDAHO",2019,12,NA,NA,NA
"EAST NORTH CENTRAL",2019,12,NA,NA,NA
"AMERICAN SAMOA",2019,12,NA,NA,NA
"GUAM",2019,12,NA,NA,NA
"US RESIDENTS",2019,12,NA,NA,NA
"WYOMING",2019,12,NA,NA,NA
"FLORIDA",2019,12,NA,NA,NA
"NEW JERSEY",2019,12,NA,NA,NA
"WEST NORTH CENTRAL",2019,12,NA,NA,NA
"NORTH CAROLINA",2019,12,NA,NA,NA
"NEBRASKA",2019,12,NA,NA,NA
"WEST SOUTH CENTRAL",2019,12,NA,NA,NA
"KANSAS",2019,12,NA,NA,NA
"NEW YORK",2019,13,NA,NA,NA
"MICHIGAN",2019,13,NA,NA,NA
"NEW HAMPSHIRE",2019,13,NA,NA,NA
"MONTANA",2019,13,NA,NA,NA
"LOUISIANA",2019,13,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2019,13,NA,NA,NA
"NEVADA",2019,13,NA,NA,NA
"MIDDLE ATLANTIC",2019,13,NA,NA,NA
"INDIANA",2019,13,NA,NA,NA
"NEW YORK CITY",2019,13,NA,NA,NA
"SOUTH CAROLINA",2019,13,NA,NA,NA
"AMERICAN SAMOA",2019,13,NA,NA,NA
"MOUNTAIN",2019,13,NA,NA,NA
"COLORADO",2019,13,NA,NA,NA
"WISCONSIN",2019,13,NA,NA,NA
"TEXAS",2019,13,NA,NA,NA
"NORTH CAROLINA",2019,13,NA,NA,NA
"DISTRICT OF COLUMBIA",2019,13,NA,NA,NA
"ARKANSAS",2019,13,NA,NA,NA
"WASHINGTON",2019,13,NA,NA,NA
"MASSACHUSETTS",2019,13,NA,NA,NA
"EAST NORTH CENTRAL",2019,13,NA,NA,NA
"UTAH",2019,13,NA,NA,NA
"MAINE",2019,13,NA,NA,NA
"OHIO",2019,13,NA,NA,NA
"U.S. VIRGIN ISLANDS",2019,13,NA,NA,NA
"NEW JERSEY",2019,13,NA,NA,NA
"IOWA",2019,13,NA,NA,NA
"US RESIDENTS",2019,13,NA,NA,NA
"WEST VIRGINIA",2019,13,NA,NA,NA
"OKLAHOMA",2019,13,NA,NA,NA
"FLORIDA",2019,13,NA,NA,NA
"EAST SOUTH CENTRAL",2019,13,NA,NA,NA
"MISSISSIPPI",2019,13,NA,NA,NA
"ALABAMA",2019,13,NA,NA,NA
"MISSOURI",2019,13,NA,NA,NA
"NORTH DAKOTA",2019,13,NA,NA,NA
"GUAM",2019,13,NA,NA,NA
"SOUTH ATLANTIC",2019,13,NA,NA,NA
"ILLINOIS",2019,13,NA,NA,NA
"RHODE ISLAND",2019,13,NA,NA,NA
"HAWAII",2019,13,NA,NA,NA
"VERMONT",2019,13,NA,NA,NA
"NEW ENGLAND",2019,13,NA,NA,NA
"VIRGINIA",2019,13,NA,NA,NA
"NON-US RESIDENTS",2019,13,NA,NA,NA
"PENNSYLVANIA",2019,13,NA,NA,NA
"CONNECTICUT",2019,13,NA,NA,NA
"WEST SOUTH CENTRAL",2019,13,NA,NA,NA
"NEBRASKA",2019,13,NA,NA,NA
"ALASKA",2019,13,NA,NA,NA
"NEW MEXICO",2019,13,NA,NA,NA
"GEORGIA",2019,13,NA,NA,NA
"WYOMING",2019,13,NA,NA,NA
